,authority_control,character_code,character_id,image_id,label_eng,label_ja,label_ka,play_id,sort_ja
137,April 1974 National Theatre Program,Ehon-17,141,"[12013, 12016, 12017, 12069, 12070, 51642, 59788, 59789, 59790]",Masakiyo,Katō Masakiyo,加藤正清,[16],かとうまさきよ
138,April 1974 National Theatre Program,Ehon-18,142,[nan],Tamatsuyu,Tamatsuyu,玉露,[16],たまつゆ
139,April 1974 National Theatre Program,Ehon-19,143,[nan],Ekei,Antokuji Ekei,安徳寺恵瓊,[16],あんとくじえけい
140,April 1974 National Theatre Program; Bunka dejitaru raiburarii,Ehon-20,144,[nan],Yamasaburo,Urabe Yamasaburō (Sanzaburō),浦辺山三郎,[16],うらべやまさぶろう
141,April 1974 National Theatre Program; Bunka dejitaru raiburarii,Ehon-21,145,[nan],Chozaemon,Shimizu Chōzaemon,清水長左衛門,[16],しみずちょうざえもん
142,April 1993 Program,Ehon-22,146,[nan],Yariume,Tsuma Yariume,妻やり梅,[16],やりうめ
143,April 1974 National Theatre Program; April 1993 Program; Bunka dejitaru raiburarii,Ehon-23,147,[nan],Takakage,Kobaikawa (Kobaigawa) Takakage,小梅川隆景,[16],こばいかわたかかげ
144,April 1974 National Theatre Program,Ehon-24,148,"[11953, 11954, 11955, 11956, 11989, 11990, 11991, 11992, 11993, 11995, 11997, 11998, 12020, 12025, 12029, 12033, 12049, 12050, 12051, 12052, 12053, 46062, 49316, 51582, 51583, 51596, 51613, 51614, 51615, 59648, 59650, 59653, 59658, 59672, 59681, 59703, 59704, 59712, 59713, 59714, 59727, 59728, 59729, 59730, 59785, 64620, 64621, 64622, 64623]",Satsuki,Haha Satsuki,母皐月,[16],さつき
145,April 1993 Program; Bunka dejitaru raiburarii,Ehon-25,149,"[11974, 11975, 11976, 11977, 11978, 11979, 11981, 12015, 12016, 12017, 12018, 12019, 12071, 12072, 12074, 51621, 51637, 51638, 51640, 51641, 51643, 51645]",Shioten,Shiōten Tajimano Kami (Hyakushō Chōbei),四王天田島頭 (百姓長兵衛実は四王天田島頭) (四王天但馬守),[16],してんのうたじまのかみ（ひゃくしょうちょうべい）
146,April 1974 National Theatre Program; Bunka dejitaru raiburarii,Ehon-26,150,"[11957, 11958, 11992, 11997, 11998, 11999, 12000, 12021, 12022, 12023, 12024, 12025, 12027, 12029, 12030, 12033, 51596, 51597, 51598, 51599, 51600, 51613, 59647, 59649, 59650, 59672, 59681, 59682, 59685, 59686, 59692, 59704, 59712, 59713, 59714, 59715, 59716, 59717, 59718, 59731, 59732, 59733, 59760, 59763, 59764, 61787]",Misao,Tsuma Misao,妻操,[16],みさお
147,April 1974 National Theatre Program,Ehon-27,151,"[11961, 11962, 11963, 11966, 11967, 11971, 11973, 11982, 11983, 11984, 11985, 11986, 11991, 11992, 11995, 12007, 12008, 12023, 12024, 12025, 12026, 12027, 12029, 12031, 12032, 12033, 12038, 12039, 12040, 12041, 12042, 12043, 12044, 12045, 12046, 12048, 46058, 49309, 49310, 51585, 51586, 51587, 51588, 51589, 51596, 51600, 51606, 51607, 52342, 59649, 59650, 59651, 59652, 59654, 59656, 59657, 59658, 59663, 59664, 59665, 59666, 59667, 59668, 59669, 59670, 59671, 59673, 59674, 59675, 59676, 59678, 59679, 59681, 59682, 59684, 59685, 59686, 59692, 59694, 59695, 59696, 59697, 59699, 59700, 59701, 59702, 59703, 59712, 59713, 59714, 59717, 59718, 59719, 59728, 59729, 59730, 59759, 59761, 59762, 59764, ...]",Hatsugiku,Yome Hatsugiku,嫁初菊,[16],はつぎく
148,April 1974 National Theatre Program,Ehon-28,152,[nan],Yukinoya,Tsuma Yukinoya,妻雪の谷,[16],ゆきのたに
149,April 1974 National Theatre Program,Ehon-29,153,[nan],Matsuyo,Ane Matsuyo,姉松代,[16],まつよ
150,April 1974 National Theatre Program; Bunka dejitaru raiburarii,Ehon-30,154,[nan],Shigenari,Suzuki Shigenari,鱸重成,[16],すずきしげなり
151,"April 1974 National Theatre Program; Daijirin (Tokyo: Sanseido, 1995)",Ehon-31,155,[nan],Page,Koshō,小姓,[16],こしょう
152,April 1974 National Theatre Program; Bunka dejitaru raiburarii,Ehon-32,156,[nan],Keikaku,Keikaku Gimi,慶覚君,[16],けいかくぎみ
153,April 1974 National Theatre Program; Bunka dejitaru raiburarii,Ehon-33,157,[nan],Hachiro,Saginomori Hachirō,鷺森八郎,[16],さぎのもりはちろう
154,April 1974 National Theatre Program; Bunka dejitaru raiburarii,Ehon-34,158,[nan],Magoichi,Suzuki Magoichi,鱸孫市,[16],すずきまごいち
155,April 1974 National Theatre Program; Bunka dejitaru raiburarii,Ehon-35,159,[nan],Rokuro,Korezumi Rokurō,是角六郎,[16],これずみろくろう
156,April 1974 National Theatre Program; Bunka dejitaru raiburarii,Ehon-36,160,[nan],Shigewaka,Shigewakamaru,重若丸,[16],しげわかまる
157,April 1974 National Theatre Program; Bunka dejitaru raiburarii,Ehon-37,161,[nan],Kiyohide Nakagawa,Nakagawa Kiyohide,中川清秀,[16],なかがわきよひで
158,April 1974 National Theatre Program; Bunka dejitaru raiburarii,Ehon-38,162,"[12014, 51639]",Kenketsu,Sō Kenketsu,僧献穴,[16],けんけつ
159,February 1988 Program; Bunka dejitaru raiburarii,Futago-01,163,[nan],"Sota, in fact Shichiro",Sarujima Sōta jitsuwa Awaji Shichirō,猿嶋惣太実は淡路七郎,[17],さるじまそうた
160,February 1988 Program,Futago-02,164,[nan],Karaito,Sōta nyōbō Karaito,惣太女房から糸,[17],からいと
161,February 1988 Program; Bunka dejitaru raiburarii,Futago-03,165,[nan],Sajitayu,Haegashira no Sajitayū,蠅頭の左次太夫,[17],はえがしらのさじたゆう
162,February 1988 Program; Bunka dejitaru raiburarii,Futago-04,166,[nan],Bozuko,Bōzuko,坊主子,[17],ぼうずこ
163,February 1988 Program,Futago-05,167,[nan],Mutsu,Mutsu,六,[17],むつ
164,February 1988 Program; Bunka dejitaru raiburarii,Futago-06,168,[nan],Suika,Suika (Suikuwa),すいか(すいくわ),[17],すいか(すいくわ)
165,February 1988 Program; September 1973 Program; Bunka dejitaru raiburarii,Futago-07,169,[nan],Yazo,Hanewana no Yazō (Yaji),はねわなの弥蔵(弥次),[17],はねわなのやぞう（やじ）
166,February 1988 Program,Futago-08,170,[nan],Umewakamaru,Yoshida Umewakamaru,吉田梅若丸,[17],よしだうめわかまる
167,February 1988 Program; Bunka dejitaru raiburarii,Futago-09,171,[nan],Takekuni,Agata no Gonnokami Takekuni,県の権正武国,[17],あがたのごんのかみたけくに
168,February 1988 Program; Bunka dejitaru raiburarii,Futago-10,172,[nan],Hanjogozen,Hanjo Gozen,班女御前,[17],はんじょごぜん
169,"February 1988 Program; Daijirin (Tokyo: Sanseido, 1995)",Futago-11,173,[nan],"Hokaibo, in fact Tengu",Yamabushi Hōkaibō jitsuwa Tengu,山伏法界坊実は天狗,[17],やまぶしほうかいぼうじつはてんぐ
170,February 1988 Program,Futago-12,174,[nan],Matsuwakamaru,Yoshida Matsuwakamaru,吉田松若丸,[17],よしだまつわかまる
171,September 1989 Program,Futatsu-01,175,"[12154, 12155, 12164, 12165, 12166, 12167, 12168, 12171, 45870, 45872, 45874, 45876, 45882, 45886, 45902, 45904, 45906, 45908, 45923, 48835, 48836, 48837, 48839, 48842, 48849, 48850, 48851, 48852, 48853, 48854, 48855, 48856, 48857, 48858, 48863, 48885, 48886, 48887, 48888, 48889, 48890, 48891, 48892, 48893, 48894, 48897, 48898, 48899, 48900, 48901, 48902, 48903, 48904, 48905, 48906, 48987, 48988, 48989, 48990, 48991, 48992, 49019, 49020, 49021, 49022, 49023, 51554, 51555, 51556, 51557, 52304, 56896, 56899, 56901, 56902, 56903, 56904, 56907, 56911, 56912, 56913, 56914, 56916, 56917, 56918, 56919, 56920, 56921, 56928, 56929, 56930, 56931, 56936, 56943, 56944, 56945, 56946, 56947, 56997, 56998, ...]",Chogoro Nuregami,Nuregami Chōgorō,濡髪長五郎,[18],ぬれがみちょうごろう
172,September 1989 Program; Bunka dejitaru raiburarii,Futatsu-02,176,[56898],Tea stall proprietor,Chamise teishu,茶店亭主,[18],ちゃみせていしゅ
173,September 1989 Program,Futatsu-03,177,"[45870, 45872, 45874, 45876, 45880, 45882, 48838, 48840, 48841, 48843, 48844, 48846, 48847, 48850, 48851, 48852, 48853, 48854, 48855, 48856, 48857, 48858, 48862, 48864, 48865, 48866, 48867, 48868, 56897, 56898, 56900, 56905, 56912, 56913, 56914, 56915, 56917, 56918, 56919, 56920, 56921, 56922, 56923, 56925, 56926, 56927, 56928, 56929, 56930, 56931, 56934, 56938]",Chokichi Hanaregoma,Hanaregoma Chōkichi,放駒長吉,[18],はなれごまちょうきち
174,September 1989 Program,Futatsu-04,178,"[45872, 45874, 45880, 45882, 48846, 48847, 48864, 48865, 48866, 48867, 48868, 56906, 56909, 56922, 56923, 56924, 56925, 56926, 56927, 56932, 56934, 56937]",Oseki,Ane Oseki,姉お関,[18],おせき
175,September 1989 Program,Futatsu-05,179,"[45874, 48847, 48848, 56909, 56910, 62155]",Geta-no-Ichi,Geta no Ichi,下駄の市,[18],げたのいち
176,September 1989 Program,Futatsu-06,180,"[45874, 48847, 48848, 56908, 56909, 56910, 62155]",Node-no-San,Node no San,野手の三,[18],のでのさん
177,"September 1989 Program; Daijirin (Tokyo: Sanseido, 1995)",Futatsu-07,181,"[45878, 48859, 48860, 56935]",Rokubei,Dōgyō Rokubei,同行六兵衛,[18],ろくべい
178,September 1989 Program,Futatsu-08,182,"[45882, 48868, 48869, 49049, 56932, 56933, 56935]",Myorin,Ama Myōrin,尼妙林,[18],みょうりん
179,September 1989 Program,Futatsu-09,183,"[45884, 45886, 48983, 48984, 48985, 48988, 48989, 48991, 56939, 56942, 56943, 56944, 56945]",Gonzaemon Hiraoka,Hiraoka Gōzaemon,平岡郷左衛門,[18],ひらおかごうざえもん
180,September 1989 Program; Bunka dejitaru raiburarii,Futatsu-10,184,"[45884, 45886, 48986, 48987, 48988, 48989, 56940, 56941]",Ariemon Mihara,Mihara Ariemon,三原有右衛門,[18],みはらありえもん
181,September 1989 Program; Bunka dejitaru raiburarii,Futatsu-11,185,"[45884, 45888, 45890, 45898, 48878, 48879, 48983, 48984, 48985, 48993, 48994, 49005, 56939, 56948, 56949, 56959, 56960, 56963, 56970, 56989, 56990, 56991]",Yogoro Yamazaki,Yamazaki Yogorō,山崎与五郎,[18],やまざぎよごろう
182,September 1989 Program; Bunka dejitaru raiburarii,Futatsu-12,186,"[45888, 45890, 45892, 45894, 45896, 45898, 48870, 48871, 48872, 48873, 48874, 48875, 48876, 48877, 48993, 48994, 49005, 49009, 49016, 49017, 49018, 56940, 56941, 56948, 56949, 56959, 56960, 56961, 56963, 56965, 56967, 56968, 56971, 56979, 56980, 56981, 56982, 56984, 56985, 56986, 56987, 56988]",Azuma,Fujiya Azuma,藤屋吾妻,[18],ふじやあずま
183,September 1989 Program,Futatsu-13,187,"[45469, 45888, 45892, 45898, 48878, 48879, 48999, 49000, 49001, 49002, 49009, 49044, 56952, 56953, 56954, 56955, 56956, 56964, 56966, 56967, 56968, 56971, 56989, 56990, 56991]",Oteru,Yome Oteru,嫁お照,[18],おてる
184,September 1989 Program,Futatsu-14,188,"[45469, 45888, 49001, 49002, 56952, 56953, 56954, 56955, 56956]",Oyoshi,Gejo Oyoshi,下女およし,[18],およし
185,"September 1989 Program; Daijirin (Tokyo: Sanseido, 1995)",Futatsu-15,189,"[45890, 45892, 45894, 45896, 45898, 48870, 48872, 48873, 48874, 48875, 48876, 48877, 49003, 49004, 49005, 49012, 49014, 49015, 49016, 49017, 49018, 49046, 49047, 56961, 56972, 56973, 56974, 56975, 56976, 56977, 56978, 56979, 56980, 56981, 56982, 56983, 56984, 56985, 56986, 56987, 56988]",Jimbei,Kagokaki Jinbei,駕籠舁甚兵衛,[18],じんべい
186,"September 1989 Program; Daijirin (Tokyo: Sanseido, 1995)",Futatsu-16,190,"[45890, 49003, 49006, 49007, 49008]",Tasuke,Kagokaki Tasuke,駕籠舁太助,[18],たすけ
187,September 1989 Program; Bunka dejitaru raiburarii,Futatsu-17,191,"[45892, 45894, 45896, 45898, 48875, 48876, 48879, 49010, 49013, 49014, 49015, 49045, 56969, 56972, 56973, 56974, 56975, 56976, 56977]",Jibuemon Hashimoto,Hashimoto Jibuemon,橋本治部右衛門,[18],はしもとじぶえもん
188,September 1989 Program; Bunka dejitaru raiburarii,Futatsu-18,192,"[45892, 45898, 48879, 49011, 49013, 49014, 49015, 49044, 56894, 56972, 56973, 56974, 56975, 56976]",Yojibei Yamazaki,Yamazaki Yojibei,山崎与次兵衛,[18],やまざきよじべい
189,"September 1977 Program; Bunka dejitaru raiburarii; Daijirin (Tokyo: Sanseido, 1995)",Futatsu-19,193,[nan],"Shohachi, a senior employee",Tedai Shōhachi,手代庄八,[18],しょうはち
190,"September 1977 Program; Bunka dejitaru raiburarii; Daijirin (Tokyo: Sanseido, 1995)",Futatsu-20,194,[56895],Junior employee,Decchi,丁稚,[18],でっち
191,September 1989 Program,Futatsu-21,195,"[12156, 12162, 12163, 12169, 45900, 45902, 45904, 45906, 45908, 45923, 48880, 48881, 48882, 48883, 48884, 48885, 48886, 48887, 48890, 48895, 48896, 48898, 48899, 48900, 48901, 48902, 48904, 49019, 51547, 51548, 51549, 51550, 51552, 51553, 51554, 51555, 51556, 52304, 56992, 56993, 56995, 56996, 57000, 57003, 57011, 57012, 57015, 64436]",Ohaya,Nyōbō Ohaya,女房お早,[18],おはや
192,September 1989 Program,Futatsu-22,196,"[12157, 12158, 12159, 12164, 12165, 12166, 12167, 12170, 12171, 12172, 12173, 45902, 45904, 45906, 45908, 45923, 48885, 48888, 48889, 48890, 48891, 48892, 48893, 48894, 48897, 48899, 48900, 48901, 48902, 48903, 48904, 49020, 49021, 49022, 51551, 51554, 51555, 51556, 52304, 56994, 56996, 57006, 57007, 57008, 57009, 57011, 57012, 57013, 57016, 64436]",Chogoro's mother,Chōgorō haha (Jūjibei haha),長五郎母(十次兵衛母),[18],ちょうごろうはは（じゅうじべいはは）
193,September 1989 Program; Bunka dejitaru raiburarii,Futatsu-23,197,"[12161, 45904, 45908, 45923, 48891, 48892, 48893, 48894, 48895, 48896, 49023, 51546, 51547, 51548, 51551, 51552, 51553, 56999, 57001, 57003, 57004, 57005, 57017, 57018]",Jujibei Nampo,Nanpō Jūjibei,南方十次兵衛,[18],なんぽうじゅうじべい
194,September 1989 Program; Bunka dejitaru raiburarii,Futatsu-24,198,[12160],Tampei Hiraoka,Hiraoka Tanpei,平岡丹平,[18],ひらおかたんぺい
195,September 1989 Program; Bunka dejitaru raiburarii,Futatsu-25,199,[57000],Denzo Mihara,Mihara Denzō,三原伝蔵,[18],みはらでんぞう
196,November 1970 Program; Bunka dejitaru raiburarii,Genpei-01,200,[nan],"Naritada, a court noble",Dainagon Naritada,大納言成忠,[93],だいなごんなりただ
197,November 1970 Program; Bunka dejitaru raiburarii,Genpei-02,201,[nan],"Suemune, a Heike clansman",Osadano Tarō Suemune,長田太郎末宗,[93],おさだのたろうすえむね
198,November 1970 Program; Bunka dejitaru raiburarii,Genpei-03,202,[nan],"Yoshikata, a Genji general",Kisono Senjō Yoshikata,木曾先生義賢,[93],きそのせんじょうよしかた
199,November 1970 Program; Bunka dejitaru raiburarii,Genpei-04,203,[nan],Emperor Goshirakawa,Goshirakawa Tennō,後白河天皇,[93],ごしらかわてんのう
200,"November 1970 Program; Bunka dejitaru raiburarii; """"安芸守"""" unidentified",Genpei-05,204,[nan],"Kiyomori, Head of the Heike clan",Akinokami Tairano Kiyomori,安芸守平清盛,[93],あきのかみたいらのきよもり
201,November 1970 Program; Bunka dejitaru raiburarii,Genpei-06,205,[nan],"Tsunetoshi, a Heike clansman",Nanbano Rokurō Tsunetoshi,難波六郎常俊,[93],なにわろくろうつねとし
202,November 1970 Program; Bunka dejitaru raiburarii,Genpei-07,206,[nan],"Shigemori, Son of Kiyomori",Tairano Shigemori (Komatsuno Naifu Shigemori),平重盛 (小松内府重盛),[93],たいらのしげもり（こまつのないふ）
203,November 1970 Program; Bunka dejitaru raiburarii,Genpei-08,207,[nan],Nagatsune,Takahashi Hangan Nagatsune,高橋判官長常,[93],たかはしはんがんながつね
204,November 1970 Program; Bunka dejitaru raiburarii,Genpei-09,208,[nan],"Yukitsuna, a Genji warrior",Tadano Kurando Yukitsuna,多田蔵人行綱,[93],ただのくらんどゆきつな
205,November 1970 Program; Bunka dejitaru raiburarii,Genpei-10,209,"[12107, 12132, 12153, 51464, 51478, 51479]","Aoi-Gozen, Yoshikata's wife",Aoi Gozen,葵御前,[93],あおいごぜん
206,November 1970 Program; Bunka dejitaru raiburarii,Genpei-11,210,"[47134, 60716, 60717, 60735]","Matsuyoi, Yoshikata's daughter",Matsuyoi Hime,待宵姫,[93],まちよいひめ
207,November 1970 Program; Bunka dejitaru raiburarii,Genpei-12,211,"[12112, 12113, 12123, 12126, 12127, 51458, 51459, 51468, 51470, 51476, 51479]","Kurosuke, a farmer",Hyakushō Kurosuke,百姓九郎助,[93],くろすけ
208,November 1970 Program,Genpei-13,212,"[12126, 12127, 12128, 12129, 12130, 12133, 12134, 12135, 51469, 51470]","Koman, Kurosuke's daughter",Nyōbō Koman,女房小まん,[93],こまん
209,November 1970 Program; Bunka dejitaru raiburarii,Genpei-14,213,"[12106, 12122, 12123, 12126, 12127, 12128, 12129, 12130, 12142, 12143, 12144, 12150, 12151, 51464, 51468, 51469, 51470, 51471, 51472, 51474, 51475, 51477, 51479, 51480, 52303]","Tarokichi, Koman's son",Segare Tarokichi,伜太郎吉,[93],たろきち
210,November 1970 Program; Bunka dejitaru raiburarii,Genpei-15,214,[nan],"Munemasa, a Heike warrior",Shinno Jirō Munemasa,進野次郎宗政,[93],しんのじろうむねまさ
211,November 1970 Program; Bunka dejitaru raiburarii,Genpei-16,215,[nan],"Heinai, Munemasa's retainer",Yokota Hyōnai (Heinai),横田平内,[93],よこたひょうない（へいない）
212,November 1970 Program; Bunka dejitaru raiburarii,Genpei-17,216,[nan],"Gunzo, Munemasa's retainer",Gunzō,軍蔵,[93],ぐんぞう
213,November 1970 Program; Bunka dejitaru raiburarii,Genpei-18,217,[nan],"Chuta, a Heike warrior",Shiomino Chūta,塩見忠太,[93],しおみのちゅうた
214,November 1970 Program,Genpei-19,218,[nan],"Munemori, Son of Shigemori",Tairano Munemori,平宗盛,[93],たいらのむねもり
215,November 1970 Program; Bunka dejitaru raiburarii,Genpei-20,219,[nan],"Saemon, a Heike general",Hidano Saemon,飛騨左衛門,[93],ひだのさえもん
216,September 1981 Program; Bunka dejitaru raiburarii,Genpei-21,220,"[12108, 12110, 12114, 12115, 12118, 12119, 12120, 12121, 12122, 12124, 12125, 12131, 12139, 12140, 12141, 12144, 12145, 12146, 12147, 12148, 12149, 51459, 51460, 51462, 51464, 51466, 51467, 51471, 51473, 51474, 51475, 51476, 51477, 51478, 51480, 51481, 52303, 52647]","Sanemori, a Heike general",Saitō Sanemori,斎藤実盛,[93],さいとうさねもり
217,November 1970 Program; Bunka dejitaru raiburarii,Genpei-22,221,"[12105, 12112, 12123, 12126, 12127, 12128, 12129, 12130, 51468, 51476, 51479]","Koyoshi, Kurosuke's wife",Kurosuke Nyōbō Koyoshi,九郎助女房小よし,[93],くろうすけにょうぼこよし
218,November 1970 Program; Bunka dejitaru raiburarii,Genpei-23,222,"[12147, 12148]","Nisota, Kurosuke's nephew",Yabaseno Nisōta,矢橋二惣太,[93],やばせのにそうた
219,November 1970 Program; Bunka dejitaru raiburarii,Genpei-24,223,"[12109, 12111, 12113, 12116, 12117, 12133, 12134, 12135, 12136, 12137, 12138, 12139, 12140, 12141, 12142, 12143, 12144, 12152, 51457, 51458, 51459, 51460, 51461, 51462, 51463, 51471, 51472, 51473, 51474, 51475, 52303]","Seno-o, a Heike warrior",Senō Jūrō,瀬尾十郎,[93],せのおじゅうろう
220,"November 1970 Program; Daijirin (Tokyo: Sanseido, 1995)",Genpei-25,224,[nan],Village headman,Shōya,庄屋,[93],しょうや
221,November 1993 Program; Bunka dejitaru raiburarii,Genpei-26,225,[nan],Matsunami Kengyo,Matsunami Kengyō,松波検校,[93],まつなみけんぎょう
222,November 1970 Program; Bunka dejitaru raiburarii,Genpei-27,226,[nan],"Reisui, a highway robber",Tanigawa Reisui,谷川冷水,[93],たにがわれいすい
223,November 1970 Program; Bunka dejitaru raiburarii,Genpei-28,227,[nan],"Kozakura, Yukitsuna's daughter",Musume Kozakura,娘小桜,[93],こざくら
224,November 1970 Program; Bunka dejitaru raiburarii,Genpei-29,228,[nan],"Wakaba, a lady-in-waiting",Wakabano tsubone,若葉局,[93],わかばのつぼね
225,November 1970 Program; Bunka dejitaru raiburarii,Genpei-30,229,[nan],"Momiji, a lady-in-waiting",Momijino tsubone,紅葉局,[93],もみじのつぼね
226,November 1970 Program; November 1993 Program; Bunka dejitaru raiburarii,Genpei-31,230,[nan],"Moritsugu, a Heike clansman (Etchu Jiro)",Ecchū Jirō Moritsugu,越中次郎盛次,[93],えっちゅじろうもりつぐ
227,November 1970 Program; November 1993 Program; Bunka dejitaru raiburarii,Genpei-32,231,[nan],"Tadamitsu, a Heike clansman (Kazusa Goro)",Kazusa Gōrō Tadamitsu,上総五郎忠光,[93],かずさごろうただみつ
